,latitude,longitude,brightness,satellite,frp,daynight,type_2,type_3,scan_binned,year,month,day
8270,-12.8431,131.6095,303.3,1,22.8,0,0,0,3,2019,8,14
8271,-12.8991,131.115,309.5,1,31.5,0,0,0,3,2019,8,14
8272,-12.9025,131.0948,300.4,1,14.1,0,0,0,3,2019,8,14
8273,-14.6893,131.5525,302.5,1,19.3,0,0,0,3,2019,8,14
8274,-15.0188,129.7114,305.0,1,12.1,0,0,0,2,2019,8,14
8275,-15.0291,129.9288,302.1,1,9.5,0,0,0,2,2019,8,14
8276,-15.058,129.9664,308.5,1,16.7,0,0,0,2,2019,8,14
8277,-15.0582,129.9572,303.3,1,10.6,0,0,0,2,2019,8,14
8278,-15.0557,129.9722,307.8,1,16.7,0,0,0,2,2019,8,14
8279,-15.1187,129.7349,303.0,1,9.3,0,0,0,2,2019,8,14
8280,-15.0923,129.9633,300.0,1,8.2,0,0,0,2,2019,8,14
8281,-15.1213,129.8584,305.6,1,13.0,0,0,0,2,2019,8,14
8282,-15.135,129.8455,302.0,1,9.3,0,0,0,2,2019,8,14
8283,-15.1326,129.8604,306.5,1,15.1,0,0,0,2,2019,8,14
8284,-15.4763,128.1608,304.9,1,8.6,0,0,0,2,2019,8,14
8285,-15.6587,145.2944,308.1,0,7.9,0,0,0,1,2019,8,14
8286,-14.466,144.2251,300.4,0,4.1,0,0,0,1,2019,8,14
8287,-12.9235,141.6761,301.4,0,8.5,0,1,0,2,2019,8,14
8288,-15.6601,145.3036,300.5,0,3.4,0,0,0,1,2019,8,14
8289,-16.3315,144.6197,307.5,0,9.0,0,0,0,1,2019,8,14
8290,-16.3197,144.6024,301.7,0,5.4,0,0,0,1,2019,8,14
8291,-16.3211,144.6118,303.2,0,6.1,0,0,0,1,2019,8,14
8292,-27.184,148.6356,300.7,0,18.7,0,0,0,2,2019,8,14
8293,-27.5803,149.1138,300.2,0,20.2,0,0,0,2,2019,8,14
8294,-14.8908,129.808,309.8,0,56.8,0,0,0,4,2019,8,14
8295,-14.8841,129.7442,317.4,0,88.4,0,0,0,4,2019,8,14
8296,-14.8885,129.7486,314.4,0,72.9,0,0,0,4,2019,8,14
8297,-30.8599,121.503,300.7,0,12.9,0,1,0,2,2019,8,14
8298,-30.8651,121.4925,304.6,0,16.6,0,1,0,2,2019,8,14
8299,-32.4151,116.0813,301.2,0,8.2,0,0,0,1,2019,8,14
8300,-23.9413,151.1992,307.8,1,26.4,1,0,0,4,2019,8,14
8301,-23.7734,151.2153,304.7,1,23.0,1,0,0,4,2019,8,14
8302,-26.5588,151.0882,313.9,1,46.9,1,0,0,3,2019,8,14
8303,-26.553,151.0602,307.8,1,27.8,1,0,0,3,2019,8,14
8304,-26.5604,151.0816,315.7,1,54.0,1,0,0,3,2019,8,14
8305,-23.9476,151.2293,305.6,1,19.2,1,0,0,4,2019,8,14
8306,-28.9833,152.6656,314.3,1,32.8,1,0,0,2,2019,8,14
8307,-27.5852,149.1049,337.0,1,232.4,1,0,0,4,2019,8,14
8308,-27.5926,149.0969,334.0,1,202.8,1,0,0,4,2019,8,14
8309,-27.6009,149.133,308.8,1,40.1,1,0,0,4,2019,8,14
8310,-28.4006,150.5743,307.6,1,22.9,1,0,0,3,2019,8,14
8311,-28.4025,150.5668,306.3,1,19.2,1,0,0,3,2019,8,14
8312,-28.9795,152.6462,315.4,1,35.5,1,0,0,2,2019,8,14
8313,-29.2453,153.0589,305.5,1,16.8,1,0,0,2,2019,8,14
8314,-30.2887,152.2204,315.1,1,34.2,1,0,0,2,2019,8,14
8315,-30.2925,152.2399,322.7,1,53.0,1,0,0,2,2019,8,14
8316,-30.2119,150.0497,306.1,1,28.3,1,0,0,3,2019,8,14
8317,-30.5808,151.1633,300.7,1,9.3,1,0,0,3,2019,8,14
8318,-32.3887,151.4141,300.4,1,9.2,1,0,0,2,2019,8,14
8319,-32.3866,151.421,300.9,1,10.0,1,0,0,2,2019,8,14
8320,-31.7241,149.6917,303.1,1,19.0,1,0,0,3,2019,8,14
8321,-31.7204,149.6998,306.1,1,25.6,1,0,0,3,2019,8,14
8322,-31.5005,151.6886,303.3,1,13.5,1,0,0,2,2019,8,14
8323,-31.4984,151.6953,302.4,1,13.0,1,0,0,2,2019,8,14
8324,-30.4101,148.8352,301.9,1,20.3,1,0,0,4,2019,8,14
8325,-30.5774,151.1572,300.9,1,11.2,1,0,0,3,2019,8,14
8326,-34.461,150.8755,300.5,1,9.3,1,1,0,2,2019,8,14
8327,-12.6913,135.0568,354.5,1,88.2,1,0,0,2,2019,8,15
8328,-12.6894,135.045,344.5,1,60.0,1,0,0,2,2019,8,15
8329,-12.6812,135.0584,328.0,1,22.7,1,0,0,2,2019,8,15
8330,-12.6793,135.0467,339.2,1,46.4,1,0,0,2,2019,8,15
8331,-12.6992,135.2336,328.8,1,24.0,1,0,0,2,2019,8,15
8332,-12.6974,135.2222,319.2,1,10.1,1,0,0,2,2019,8,15
8333,-12.6799,135.1778,322.8,1,15.4,1,0,0,2,2019,8,15
8334,-12.6811,135.1842,321.9,1,15.0,1,0,0,2,2019,8,15
8335,-12.6837,135.2661,322.2,1,12.9,1,0,0,2,2019,8,15
8336,-12.6819,135.2547,318.8,1,8.4,1,0,0,2,2019,8,15
8337,-12.6466,135.2253,322.0,1,11.4,1,0,0,2,2019,8,15
8338,-12.6448,135.2139,331.0,1,27.9,1,0,0,2,2019,8,15
8339,-12.5962,135.1028,318.2,1,13.9,1,0,0,2,2019,8,15
8340,-12.6163,135.0995,325.4,1,24.2,1,0,0,2,2019,8,15
8341,-12.5924,135.0794,316.2,1,12.4,1,0,0,2,2019,8,15
8342,-13.5708,143.1952,307.8,1,12.2,1,0,0,2,2019,8,15
8343,-13.5554,143.0713,321.9,1,27.3,1,0,0,2,2019,8,15
8344,-12.3735,135.5652,323.3,1,16.4,1,0,0,2,2019,8,15
8345,-12.373,135.5719,321.4,1,13.8,1,0,0,2,2019,8,15
8346,-13.349,142.5318,321.1,1,18.0,1,0,0,2,2019,8,15
8347,-11.4851,132.6257,326.1,1,42.2,1,0,0,2,2019,8,15
8348,-11.4728,132.6277,317.6,1,22.2,1,0,0,2,2019,8,15
8349,-12.7007,141.9471,322.5,1,18.3,1,0,0,2,2019,8,15
8350,-12.699,141.9347,333.5,1,37.9,1,0,0,2,2019,8,15
8351,-12.538,141.9436,317.6,1,10.9,1,0,0,2,2019,8,15
8352,-12.5075,142.1132,317.5,1,12.7,1,0,0,2,2019,8,15
8353,-12.9566,131.09,333.2,1,90.0,1,0,0,3,2019,8,15
8354,-12.9527,131.0674,319.0,1,29.1,1,0,0,3,2019,8,15
8355,-12.9067,131.1215,317.8,1,22.2,1,0,0,3,2019,8,15
8356,-12.8661,131.6242,318.7,1,25.6,1,0,0,3,2019,8,15
8357,-12.8625,131.6038,323.4,1,41.0,1,0,0,3,2019,8,15
8358,-13.0347,133.0094,331.1,1,49.7,1,0,0,2,2019,8,15
8359,-13.0257,133.0271,320.6,1,21.2,1,0,0,2,2019,8,15
8360,-13.0231,133.0115,325.3,1,33.4,1,0,0,2,2019,8,15
8361,-12.6441,131.4838,314.2,1,18.0,1,0,0,3,2019,8,15
8362,-12.5219,131.03,313.7,1,19.3,1,0,0,3,2019,8,15
8363,-14.4776,144.236,313.4,1,17.4,1,0,0,3,2019,8,15
8364,-14.4753,144.217,313.2,1,16.6,1,0,0,3,2019,8,15
8365,-12.5159,131.0383,319.9,1,42.8,1,0,0,3,2019,8,15
8366,-12.5374,131.243,318.6,1,29.6,1,0,0,3,2019,8,15
8367,-12.518,131.1317,316.5,1,28.4,1,0,0,3,2019,8,15
8368,-12.27,131.1655,316.1,1,25.4,1,0,0,3,2019,8,15
8369,-12.2768,131.1703,320.1,1,42.2,1,0,0,3,2019,8,15
8370,-12.7334,135.0619,322.9,1,15.1,1,0,0,2,2019,8,15
8371,-12.7316,135.0502,324.0,1,17.3,1,0,0,2,2019,8,15
8372,-12.7234,135.0636,357.6,1,97.2,1,0,0,2,2019,8,15
8373,-12.7215,135.0519,360.1,1,108.7,1,0,0,2,2019,8,15
8374,-12.7114,135.0535,363.9,1,123.3,1,0,0,2,2019,8,15
8375,-12.7364,135.2746,328.4,1,24.3,1,0,0,2,2019,8,15
8376,-12.7346,135.2632,321.5,1,13.1,1,0,0,2,2019,8,15
8377,-12.707,135.0902,323.1,1,13.8,1,0,0,2,2019,8,15
8378,-12.7051,135.0785,335.7,1,36.8,1,0,0,2,2019,8,15
8379,-12.7013,135.0551,354.7,1,90.1,1,0,0,2,2019,8,15
8380,-12.6995,135.0434,339.4,1,48.9,1,0,0,2,2019,8,15
8381,-12.6969,135.0918,335.0,1,36.5,1,0,0,2,2019,8,15
8382,-14.23,132.7824,325.3,1,24.7,1,0,0,2,2019,8,15
8383,-13.1636,131.0625,318.0,1,26.8,1,0,0,3,2019,8,15
8384,-13.1675,131.0844,322.2,1,41.1,1,0,0,3,2019,8,15
8385,-13.0211,130.1668,315.1,1,28.4,1,0,0,3,2019,8,15
8386,-13.0257,130.1929,315.7,1,31.0,1,0,0,3,2019,8,15
8387,-13.1752,131.0771,318.9,1,29.0,1,0,0,3,2019,8,15
8388,-13.0273,130.1866,315.5,1,28.8,1,0,0,3,2019,8,15
8389,-14.2264,132.7771,324.1,1,23.8,1,0,0,2,2019,8,15
8390,-14.1182,131.4128,318.4,1,20.5,1,0,0,3,2019,8,15
8391,-14.7516,134.4229,324.7,1,18.5,1,0,0,2,2019,8,15
8392,-14.7535,134.4351,321.2,1,12.7,1,0,0,2,2019,8,15
8393,-14.6688,133.2044,322.5,1,18.4,1,0,0,2,2019,8,15
8394,-14.675,133.1733,321.4,1,17.7,1,0,0,2,2019,8,15
8395,-14.6775,133.1879,325.3,1,25.6,1,0,0,2,2019,8,15
8396,-14.6476,131.4294,319.3,1,22.5,1,0,0,3,2019,8,15
8397,-14.651,131.4493,321.5,1,27.7,1,0,0,3,2019,8,15
8398,-14.6502,131.4424,326.5,1,42.9,1,0,0,3,2019,8,15
8399,-14.6824,131.4768,319.4,1,23.9,1,0,0,3,2019,8,15
8400,-14.6892,131.5155,339.4,1,96.9,1,0,0,3,2019,8,15
8401,-14.6925,131.5344,332.4,1,64.8,1,0,0,3,2019,8,15
8402,-14.6958,131.5531,330.5,1,55.8,1,0,0,3,2019,8,15
8403,-14.6985,131.4941,327.9,1,52.5,1,0,0,3,2019,8,15
8404,-14.7018,131.5131,386.5,1,512.9,1,0,0,3,2019,8,15
8405,-14.705,131.5317,402.7,1,768.1,1,0,0,3,2019,8,15
8406,-14.7083,131.5506,347.4,1,138.8,1,0,0,3,2019,8,15
8407,-16.686,144.8192,313.4,1,19.3,1,0,0,3,2019,8,15
8408,-15.7249,137.0694,314.3,1,7.0,1,0,0,1,2019,8,15
8409,-16.7458,142.101,319.7,1,11.3,1,0,0,2,2019,8,15
8410,-14.879,129.7616,317.8,1,34.5,1,0,0,3,2019,8,15
8411,-16.7924,142.2008,324.8,1,23.8,1,0,0,2,2019,8,15
8412,-14.8804,129.7545,317.6,1,36.1,1,0,0,3,2019,8,15
8413,-14.9234,129.8261,319.0,1,35.7,1,0,0,3,2019,8,15
8414,-16.0874,136.4192,320.7,1,8.5,1,0,0,1,2019,8,15
8415,-16.1232,136.4172,327.3,1,13.5,1,0,0,1,2019,8,15
8416,-16.1247,136.4267,343.9,1,39.9,1,0,0,1,2019,8,15
8417,-16.1324,136.4157,355.4,1,64.2,1,0,0,1,2019,8,15
8418,-16.1338,136.4253,409.6,1,317.6,1,0,0,1,2019,8,15
8419,-16.1353,136.4348,324.2,1,10.3,1,0,0,1,2019,8,15
8420,-15.0537,129.953,324.2,1,57.3,1,0,0,3,2019,8,15
8421,-15.1109,129.8648,314.5,1,20.0,1,0,0,3,2019,8,15
8422,-16.2739,136.8623,326.7,1,11.6,1,0,0,1,2019,8,15
8423,-15.1133,129.857,315.1,1,22.1,1,0,0,3,2019,8,15
8424,-16.186,135.9825,317.8,1,5.9,1,0,0,2,2019,8,15
8425,-15.2976,130.434,316.6,1,21.7,1,0,0,3,2019,8,15
8426,-15.3205,130.4059,316.3,1,16.5,1,0,0,3,2019,8,15
8427,-15.301,130.2204,320.4,1,36.6,1,0,0,3,2019,8,15
8428,-15.3053,130.2443,324.8,1,54.7,1,0,0,3,2019,8,15
8429,-15.319,130.2413,321.7,1,42.6,1,0,0,3,2019,8,15
8430,-15.4625,131.0474,320.2,1,24.3,1,0,0,3,2019,8,15
8431,-15.3447,130.3061,319.3,1,33.6,1,0,0,3,2019,8,15
8432,-15.4754,131.0452,319.2,1,22.7,1,0,0,3,2019,8,15
8433,-16.4352,136.8307,322.8,1,8.8,1,0,0,1,2019,8,15
8434,-16.4366,136.8401,320.6,1,6.2,1,0,0,1,2019,8,15
8435,-16.443,136.8231,323.2,1,9.5,1,0,0,1,2019,8,15
8436,-16.4444,136.8325,327.1,1,14.0,1,0,0,1,2019,8,15
8437,-15.6134,131.4563,334.4,1,66.6,1,0,0,2,2019,8,15
8438,-15.6317,131.4139,319.0,1,22.3,1,0,0,3,2019,8,15
8439,-16.621,136.7823,338.7,1,27.3,1,0,0,1,2019,8,15
8440,-16.6225,136.7917,327.6,1,11.7,1,0,0,1,2019,8,15
8441,-16.6301,136.7809,337.5,1,25.7,1,0,0,1,2019,8,15
8442,-16.6315,136.7903,326.1,1,10.4,1,0,0,1,2019,8,15
8443,-16.6363,136.7607,326.5,1,11.8,1,0,0,1,2019,8,15
8444,-16.6724,136.7549,321.0,1,6.8,1,0,0,1,2019,8,15
8445,-16.68,136.744,352.9,1,56.8,1,0,0,1,2019,8,15
8446,-16.6814,136.7535,328.1,1,14.6,1,0,0,1,2019,8,15
8447,-16.6885,136.8005,319.0,1,6.4,1,0,0,1,2019,8,15
8448,-15.7131,130.5386,343.2,1,142.4,1,0,0,3,2019,8,15
8449,-15.717,130.5599,341.6,1,132.8,1,0,0,3,2019,8,15
8450,-17.6078,138.7577,322.2,1,8.6,1,0,0,2,2019,8,15
8451,-17.6263,138.755,328.3,1,15.6,1,0,0,2,2019,8,15
8452,-20.7333,139.4814,317.0,1,8.2,1,1,0,2,2019,8,15
8453,-32.0953,134.8389,311.7,1,7.7,1,0,0,1,2019,8,15
8454,-32.0938,134.828,315.8,1,11.0,1,0,0,1,2019,8,15
8455,-34.0453,142.4614,303.5,1,16.3,1,0,0,3,2019,8,15
8456,-33.9134,142.6993,319.9,1,75.0,1,0,0,3,2019,8,15
8457,-33.3565,136.5779,308.2,1,8.5,1,0,0,2,2019,8,15
8458,-20.7771,115.4432,311.0,1,8.7,1,0,0,2,2019,8,15
8459,-23.7296,118.9747,306.2,1,9.2,1,0,0,3,2019,8,15
8460,-28.7772,114.5991,302.0,1,5.9,1,0,0,2,2019,8,15
8461,-42.3118,147.1684,300.8,0,10.1,1,0,0,2,2019,8,15
8462,-42.3078,147.1725,304.8,0,15.6,1,0,0,2,2019,8,15
8463,-34.4223,147.4299,312.9,0,15.4,1,0,0,2,2019,8,15
8464,-35.4902,143.7085,303.0,0,14.3,1,0,0,3,2019,8,15
8465,-34.4629,150.8803,319.3,0,13.8,1,1,0,1,2019,8,15
8466,-34.4238,147.4158,317.6,0,20.9,1,0,0,2,2019,8,15
8467,-33.9219,142.6731,311.6,0,24.6,1,0,0,3,2019,8,15
8468,-33.9133,142.6918,311.6,0,26.0,1,0,0,3,2019,8,15
8469,-32.5664,152.0835,309.8,0,9.0,1,0,0,1,2019,8,15
8470,-32.2206,151.625,323.5,0,20.0,1,0,0,1,2019,8,15
8471,-32.6702,147.5065,312.4,0,7.9,1,0,0,2,2019,8,15
8472,-29.9425,152.9377,306.8,0,5.1,1,0,0,2,2019,8,15
8473,-30.292,152.2298,317.7,0,14.8,1,0,0,2,2019,8,15
8474,-30.887,150.7486,313.3,0,7.4,1,0,0,1,2019,8,15
8475,-30.8855,150.7591,308.5,0,3.9,1,0,0,1,2019,8,15
8476,-30.896,150.7504,310.8,0,5.2,1,0,0,1,2019,8,15
8477,-31.297,148.0164,317.8,0,8.9,1,0,0,2,2019,8,15
8478,-31.2955,148.0281,320.4,0,11.6,1,0,0,2,2019,8,15
8479,-31.2996,148.0223,325.9,0,18.0,1,0,0,2,2019,8,15
8480,-31.1414,149.256,315.8,0,12.0,1,0,0,1,2019,8,15
8481,-31.6268,146.2592,313.6,0,8.3,1,0,0,2,2019,8,15
8482,-30.9329,152.3783,308.2,0,7.9,1,0,0,2,2019,8,15
8483,-30.9201,152.4588,334.9,0,35.3,1,0,0,2,2019,8,15
8484,-31.7252,147.1795,313.7,0,7.2,1,0,0,2,2019,8,15
8485,-31.3974,150.2003,312.6,0,5.2,1,0,0,1,2019,8,15
8486,-31.0634,152.6566,318.4,0,14.6,1,0,0,2,2019,8,15
8487,-31.4633,150.0616,314.9,0,6.9,1,0,0,1,2019,8,15
8488,-31.7354,148.509,322.7,0,15.6,1,0,0,2,2019,8,15
8489,-31.6975,148.8037,312.2,0,6.4,1,0,0,2,2019,8,15
8490,-31.7448,148.5106,316.3,0,8.1,1,0,0,2,2019,8,15
8491,-32.0631,146.6174,312.7,0,8.6,1,0,0,2,2019,8,15
8492,-31.4422,151.7099,304.4,0,5.2,1,0,0,1,2019,8,15
8493,-31.302,152.598,315.9,0,12.4,1,0,0,2,2019,8,15
8494,-31.3002,152.6094,312.5,0,9.2,1,0,0,2,2019,8,15
8495,-32.1257,146.8741,319.9,0,15.6,1,0,0,2,2019,8,15
8496,-32.0314,147.5932,315.9,0,9.6,1,0,0,2,2019,8,15
8497,-32.1406,146.8346,325.8,0,23.8,1,0,0,2,2019,8,15
8498,-32.2021,146.7227,324.9,0,22.4,1,0,0,2,2019,8,15
8499,-32.2006,146.7366,325.0,0,23.3,1,0,0,2,2019,8,15
8500,-31.7744,150.7827,309.5,0,6.9,1,0,0,1,2019,8,15
8501,-32.234,147.5095,316.2,0,10.0,1,0,0,2,2019,8,15
8502,-31.5494,152.6294,309.1,0,8.1,1,0,0,2,2019,8,15
8503,-32.2412,147.7807,312.7,0,5.8,1,0,0,2,2019,8,15
8504,-31.6699,152.0819,319.1,0,15.1,1,0,0,1,2019,8,15
8505,-31.6682,152.0928,318.7,0,15.9,1,0,0,1,2019,8,15
8506,-31.6665,152.1037,308.6,0,7.6,1,0,0,1,2019,8,15
8507,-32.5607,146.7745,312.1,0,7.5,1,0,0,2,2019,8,15
8508,-32.5188,148.4104,307.3,0,5.6,1,0,0,2,2019,8,15
8509,-34.1517,147.7561,306.0,0,6.7,1,0,0,2,2019,8,15
8510,-33.9199,142.6999,307.4,0,13.3,1,0,0,3,2019,8,15
8511,-29.1427,152.9817,322.0,0,20.6,1,0,0,2,2019,8,15
8512,-28.0324,148.1673,351.9,0,58.3,1,0,0,1,2019,8,15
8513,-28.031,148.1779,346.4,0,45.6,1,0,0,1,2019,8,15
8514,-28.3864,148.2632,319.5,0,6.2,1,0,0,1,2019,8,15
8515,-29.0485,147.9651,320.0,0,9.0,1,0,0,2,2019,8,15
8516,-28.662,152.5388,309.7,0,8.8,1,0,0,2,2019,8,15
8517,-29.3939,148.273,326.0,0,15.9,1,0,0,2,2019,8,15
8518,-28.9895,152.6718,312.3,0,8.6,1,0,0,2,2019,8,15
8519,-28.9774,153.4778,319.4,0,21.7,1,0,0,2,2019,8,15
8520,-29.6215,149.6957,324.8,0,12.1,1,0,0,1,2019,8,15
8521,-28.0232,148.1657,321.5,0,8.5,1,0,0,1,2019,8,15
8522,-29.1859,152.9658,324.9,0,23.9,1,0,0,2,2019,8,15
8523,-29.1838,152.9781,308.3,0,5.8,1,0,0,2,2019,8,15
8524,-29.7857,152.4437,319.5,0,17.0,1,0,0,2,2019,8,15
8525,-29.7627,152.7061,307.6,0,4.2,1,0,0,2,2019,8,15
8526,-29.7607,152.718,319.2,0,15.2,1,0,0,2,2019,8,15
8527,-30.4118,148.5348,315.8,0,5.4,1,0,0,2,2019,8,15
8528,-30.3665,149.0922,321.5,0,12.1,1,0,0,1,2019,8,15
8529,-30.365,149.1029,337.1,0,32.6,1,0,0,1,2019,8,15
8530,-30.413,148.8144,316.6,0,8.4,1,0,0,1,2019,8,15
8531,-29.8285,152.7513,328.3,0,26.3,1,0,0,2,2019,8,15
8532,-29.8265,152.7632,318.6,0,14.5,1,0,0,2,2019,8,15
8533,-29.8419,152.7301,315.6,0,12.1,1,0,0,2,2019,8,15
8534,-27.5931,149.0994,354.8,0,68.4,1,0,0,1,2019,8,15
8535,-26.8601,152.6405,309.3,0,10.6,1,0,0,2,2019,8,15
8536,-26.5523,151.0791,324.1,0,16.5,1,0,0,2,2019,8,15
8537,-25.8944,147.0818,318.7,0,10.1,1,0,0,2,2019,8,15
8538,-24.4835,148.4111,326.5,0,18.2,1,0,0,1,2019,8,15
8539,-22.0813,148.7497,321.1,0,12.6,1,0,0,1,2019,8,15
8540,-22.0889,148.761,341.4,0,38.2,1,0,0,1,2019,8,15
8541,-22.0903,148.7513,335.2,0,28.3,1,0,0,1,2019,8,15
8542,-16.7802,142.1989,325.2,0,15.7,1,0,0,2,2019,8,15
8543,-16.7932,142.1855,332.5,0,33.5,1,0,0,2,2019,8,15
8544,-16.7914,142.2003,325.1,0,16.2,1,0,0,2,2019,8,15
8545,-17.6312,138.7623,320.9,0,27.1,1,0,0,3,2019,8,15
8546,-16.7465,142.0965,324.9,0,15.5,1,0,0,2,2019,8,15
8547,-16.7577,142.098,323.0,0,9.8,1,0,0,2,2019,8,15
8548,-12.9294,141.6635,325.3,0,29.6,1,1,0,2,2019,8,15
8549,-12.9276,141.6775,350.4,0,103.9,1,1,0,2,2019,8,15
8550,-14.4756,144.2229,315.1,0,10.4,1,0,0,2,2019,8,15
8551,-14.9778,144.8352,317.8,0,8.1,1,0,0,2,2019,8,15
8552,-16.1162,136.4164,321.8,0,93.6,1,0,0,5,2019,8,15
8553,-15.6362,142.0287,321.7,0,15.4,1,0,0,2,2019,8,15
8554,-16.6399,136.7418,319.9,0,53.1,1,0,0,5,2019,8,15
8555,-16.636,136.7792,323.3,0,78.5,1,0,0,4,2019,8,15
8556,-16.6948,136.7981,321.9,0,67.9,1,0,0,4,2019,8,15
8557,-10.8269,142.4203,326.5,0,28.4,1,0,0,2,2019,8,15
8558,-10.8253,142.4319,312.8,0,10.0,1,0,0,2,2019,8,15
8559,-32.0955,134.853,313.5,0,26.3,1,0,0,3,2019,8,15
8560,-32.0618,134.7767,315.0,0,32.0,1,0,0,3,2019,8,15
8561,-32.1015,134.8257,328.6,0,87.7,1,0,0,3,2019,8,15
8562,-32.1153,134.83,329.8,0,93.8,1,0,0,3,2019,8,15
8563,-20.9087,130.3924,322.5,0,23.3,1,0,0,3,2019,8,15
8564,-17.8737,123.6911,336.0,0,21.0,1,0,0,1,2019,8,15
8565,-16.6747,128.218,334.8,0,58.3,1,0,0,2,2019,8,15
8566,-15.6281,131.4283,320.8,0,43.1,1,0,0,4,2019,8,15
8567,-15.7171,130.5798,323.9,0,52.8,1,0,0,4,2019,8,15
8568,-15.7224,130.5517,326.8,0,66.4,1,0,0,4,2019,8,15
8569,-15.5289,131.4716,323.0,0,41.5,1,0,0,4,2019,8,15
8570,-15.718,130.5723,327.7,0,75.1,1,0,0,4,2019,8,15
8571,-15.7232,130.5439,322.8,0,44.0,1,0,0,4,2019,8,15
8572,-15.5363,131.4652,323.0,0,41.3,1,0,0,4,2019,8,15
8573,-15.6214,130.6741,319.4,0,33.2,1,0,0,4,2019,8,15
8574,-15.4653,131.0354,320.7,0,32.6,1,0,0,4,2019,8,15
8575,-16.2651,126.0627,333.2,0,31.2,1,0,0,2,2019,8,15
8576,-16.2524,126.0739,326.7,0,20.0,1,0,0,2,2019,8,15
8577,-16.2546,126.0608,328.2,0,22.1,1,0,0,2,2019,8,15
8578,-16.2044,126.1417,341.8,0,55.1,1,0,0,2,2019,8,15
8579,-16.2066,126.1285,349.3,0,78.8,1,0,0,2,2019,8,15
8580,-16.1874,126.1797,333.2,0,32.3,1,0,0,2,2019,8,15
8581,-16.1896,126.1662,332.5,0,29.8,1,0,0,2,2019,8,15
8582,-16.1767,126.1778,325.5,0,15.6,1,0,0,2,2019,8,15
8583,-15.3355,130.2374,329.0,0,73.2,1,0,0,3,2019,8,15
8584,-15.2836,130.432,323.0,0,36.5,1,0,0,4,2019,8,15
8585,-15.3318,130.26,328.0,0,63.8,1,0,0,3,2019,8,15
8586,-15.4877,128.1645,327.5,0,26.4,1,0,0,3,2019,8,15
8587,-15.0071,130.6916,320.3,0,30.8,1,0,0,4,2019,8,15
8588,-15.1095,129.7076,334.8,0,95.7,1,0,0,3,2019,8,15
8589,-14.7173,131.5265,323.2,0,69.2,1,0,0,4,2019,8,15
8590,-14.9806,129.8366,322.4,0,29.2,1,0,0,3,2019,8,15
8591,-14.8872,129.757,322.5,0,31.2,1,0,0,3,2019,8,15
8592,-14.2732,130.0133,319.9,0,30.6,1,0,0,3,2019,8,15
8593,-14.2748,130.0089,320.3,0,33.0,1,0,0,3,2019,8,15
8594,-14.1965,129.937,321.3,0,38.7,1,0,0,3,2019,8,15
8595,-15.6369,131.4255,319.6,0,36.3,1,0,0,4,2019,8,15
8596,-14.191,129.9566,321.1,0,38.3,1,0,0,3,2019,8,15
8597,-12.8885,131.6071,314.2,0,36.8,1,0,0,5,2019,8,15
8598,-12.2013,131.0755,312.8,0,38.4,1,0,0,4,2019,8,15
8599,-13.0356,130.1684,321.9,0,57.7,1,0,0,4,2019,8,15
8600,-12.9653,131.0887,321.2,0,74.5,1,0,0,4,2019,8,15
8601,-12.959,131.1239,314.2,0,29.1,1,0,0,4,2019,8,15
8602,-12.9699,131.0947,320.1,0,65.0,1,0,0,4,2019,8,15
8603,-13.8504,129.9017,322.8,0,59.9,1,0,0,3,2019,8,15
8604,-14.03,129.8286,333.6,0,111.7,1,0,0,3,2019,8,15
8605,-14.0252,129.8556,334.9,0,122.5,1,0,0,3,2019,8,15
8606,-14.0445,129.8315,320.4,0,41.3,1,0,0,3,2019,8,15
8607,-14.031,129.8366,343.7,0,192.7,1,0,0,3,2019,8,15
8608,-14.0261,129.8636,323.5,0,54.3,1,0,0,3,2019,8,15
8609,-28.0253,148.16,314.1,1,40.6,0,0,0,2,2019,8,15
8610,-28.0218,148.1787,307.0,1,28.0,0,0,0,2,2019,8,15
8611,-28.0295,148.1665,309.0,1,29.7,0,0,0,2,2019,8,15
8612,-25.5328,150.0198,300.0,1,29.7,0,0,0,3,2019,8,15
8613,-20.7396,139.473,308.5,1,10.0,0,1,0,1,2019,8,15
8614,-19.1426,138.3272,303.8,1,5.4,0,0,0,2,2019,8,15
8615,-19.1532,138.3186,318.1,1,16.8,0,0,0,2,2019,8,15
8616,-16.6286,136.7624,305.7,1,7.9,0,0,0,2,2019,8,15
8617,-15.4582,130.9204,304.1,1,25.1,0,0,0,3,2019,8,15
8618,-15.4564,130.9146,302.7,1,20.7,0,0,0,3,2019,8,15
8619,-15.3307,130.4174,316.4,1,79.1,0,0,0,4,2019,8,15
8620,-15.3304,130.2734,301.7,1,23.3,0,0,0,4,2019,8,15
8621,-15.3335,130.2441,308.6,1,46.0,0,0,0,4,2019,8,15
8622,-15.3323,130.4121,317.5,1,83.2,0,0,0,4,2019,8,15
8623,-15.3331,130.268,303.5,1,28.9,0,0,0,4,2019,8,15
8624,-15.3363,130.239,305.7,1,35.4,0,0,0,4,2019,8,15
8625,-15.0104,130.7228,301.6,1,22.8,0,0,0,3,2019,8,15
8626,-14.7144,131.5391,309.6,1,32.7,0,0,0,3,2019,8,15
8627,-14.7169,131.5167,312.3,1,41.2,0,0,0,3,2019,8,15
8628,-14.7051,131.5545,306.9,1,27.2,0,0,0,3,2019,8,15
